tweet,date,city,user_location,place,coordinates,id,link
"@elmiquitojpg @PalomaValenciaL Catadura moral, lo dice la que admira a Donald Trump",2020-11-10 01:58:17,Bogota,"Armenia, Quindío",,,1325981072249774082,https://twitter.com/i/web/status/1325981072249774082
@realDonaldTrump @US_FDA VAMOS PARA ADELANTE SEÑOR PRESIDENTE DONALD TRUMP,2020-11-10 01:33:47,Bogota,"Cartago, Colombia",,,1325974904374747136,https://twitter.com/i/web/status/1325974904374747136
@Semanaenvivo El gobierno Duque se la jugó toda por la reelección de Donald Trump,2020-11-10 01:28:48,Bogota,Manizales,,,1325973652802842625,https://twitter.com/i/web/status/1325973652802842625
@ZuluagaCamila @JuanManSantos @PachoSantosC @realDonaldTrump El gobierno Duque apostó totalmente por la reelección de Donald Trump,2020-11-10 01:26:47,Bogota,Manizales,,,1325973143295582209,https://twitter.com/i/web/status/1325973143295582209
@RevistaSemana Dicen en la farándula que ni siquiera Melania voto por Donald Trump,2020-11-10 01:25:16,Bogota,Manizales,,,1325972761609719808,https://twitter.com/i/web/status/1325972761609719808
"¿Quién demandará más, Iván Cepeda o Donald Trump?",2020-11-10 01:00:45,Bogota,"Pereira, Colombia",,,1325966593285902337,https://twitter.com/i/web/status/1325966593285902337
@thetime75026134 Si Donald Trump niega el triunfo  de Joe Biden . De @PachoSantosC q se puede esperar ? Pues lo mismo q Mr Trump.,2020-11-10 00:57:29,Bogota,"Bucaramanga, Colombia","Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325965769457463296,https://twitter.com/i/web/status/1325965769457463296
"Donald Trump despide a su secretario de Defensa, Mark Esper ► https://t.co/fryxAKrxSv https://t.co/tyKRRNfLEi",2020-11-10 00:54:14,Bogota,"Bogotá, Colombia",,,1325964951530463232,https://twitter.com/i/web/status/1325964951530463232
"El presidente Donald Trump insiste en no reconocer la victoria y alegar fraude en Georgia. El presidente electo Joe Biden, sin embargo, ganó por alrededor de cinco millones de votos. https://t.co/1C1x3CGNXO",2020-11-10 00:34:06,Bogota,Bogotá Colombia,,,1325959886346342408,https://twitter.com/i/web/status/1325959886346342408
"Atención, El Cartel va a definir en este momento si Donald Trump le ha sido infiel a Melania... Ya mismo a la RadioCam: https://t.co/pzdC3XqzzL #AlmasenElCartel",2020-11-10 00:25:37,Bogota,"Bogotá, Colombia",,,1325957749616898048,https://twitter.com/i/web/status/1325957749616898048
"Atención, El Cartel va a definir en este momento si Donald Trump le ha sido infiel a Melania... Ya mismo a la RadioCam: https://t.co/IcGu2YR26e #AlmasenElCartel",2020-11-10 00:25:35,Bogota,Villavicencio Meta Colombia,,,1325957741484134400,https://twitter.com/i/web/status/1325957741484134400
"Atención, El Cartel va a definir en este momento si Donald Trump le ha sido infiel a Melania... Ya mismo a la RadioCam: https://t.co/gpcJ5MNmR1 #AlmasenElCartel",2020-11-10 00:25:22,Bogota,Bogota-Colombia,,,1325957688535212036,https://twitter.com/i/web/status/1325957688535212036
"Atención, El Cartel va a definir en este momento si Donald Trump le ha sido infiel a Melania... Ya mismo a la RadioCam: https://t.co/xsV4NhNwR0 #AlmasenElCartel",2020-11-10 00:25:20,Bogota,Bogotá - Colombia,,,1325957678603055105,https://twitter.com/i/web/status/1325957678603055105
"Atención, El Cartel va a definir en este momento si Donald Trump le ha sido infiel a Melania... Ya mismo a la RadioCam: https://t.co/UdOjoYRr9E #AlmasenElCartel",2020-11-10 00:25:16,Bogota,"Bogotá, Colombia",,,1325957662702497793,https://twitter.com/i/web/status/1325957662702497793
"Qué despropósito.

Solo AMLO, Trump y Bolsonaro no han reconocido la derrota de Donald. https://t.co/EoV8Y15aPu",2020-11-10 00:01:32,Bogota,"Manizales, Colombia","Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='01bd400c1ee9db95', url='https://api.twitter.com/1.1/geo/id/01bd400c1ee9db95.json', place_type='city', name='Manizales', full_name='Manizales, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-75.729870997496, 4.96440200361095], [-75.3906989972614, 4.96440200361095], [-75.3906989972614, 5.1494659989949], [-75.729870997496, 5.1494659989949]]]), attributes={})",,1325951689443172356,https://twitter.com/i/web/status/1325951689443172356
"Opino que Donald Trump debería montarse un programa tipo LateShow de humor tipo ""Suso el paspi"" ¿Se imaginan? Rompería audiencias el man.",2020-11-09 23:04:38,Bogota,"Bogotá, Colombia.",,,1325937372081643520,https://twitter.com/i/web/status/1325937372081643520
"Donald Trump: del discurso a la acción
https://t.co/48fOiSjJJr vía @laderechamedios",2020-11-09 22:58:25,Bogota,Bogota,,,1325935804540219393,https://twitter.com/i/web/status/1325935804540219393
"La noticia de la derrota electoral de Donald Trump se propagó rápidamente por las casas de campaña de este campamento improvisado. 
https://t.co/LBe4VJcwPi",2020-11-09 22:30:00,Bogota,Ibague - Colombia,,,1325928655541862401,https://twitter.com/i/web/status/1325928655541862401
"@LuisCarlosMemes Luchito una pregunta, sabes si ya Joe Biden tuvo el acto de caballerosidad y le cedió la presidencia a Donald Trump?",2020-11-09 22:26:11,Bogota,"Bogotá, Colombia",,,1325927695209930753,https://twitter.com/i/web/status/1325927695209930753
Teoría de la conspiración basada en nada más que mi opinión: Pfizer no informó el éxito de su vacuna antes de las elecciones en Estados Unidos porque eso hubiera hecho que ganara Donald Trump. https://t.co/IVhSQVTlHz,2020-11-09 22:25:35,Bogota,Bogotá Colombia,,,1325927543099232256,https://twitter.com/i/web/status/1325927543099232256
"@GiuseppeNoc Confiemos.
Todavía no van a poder los demoniocratas satánicos.
Donald Trump ya les puso la trampa y muy pronto serán expuestos ante el mundo",2020-11-09 22:05:11,Bogota,Paratebueno,,,1325922408960843777,https://twitter.com/i/web/status/1325922408960843777
"Trump no solo perdió la reelección, también a Melania; ¿están a punto de divorciarse? https://t.co/Nqca6YNJ3W a través de @Pulzo",2020-11-09 21:12:52,Bogota,Bogotá ,,,1325909243829096448,https://twitter.com/i/web/status/1325909243829096448
"#Elecciones2020 | Aislado en su campo de golf, el presidente de EE. UU., Donald Trump, seguía este domingo sin aceptar su derrota y sin llamar a Joe Biden para felicitarlo. Vea en qué va su acusación sobre el supuesto fraude electoral 👉 https://t.co/bIGvT7USWH https://t.co/PDSGMZzCOe",2020-11-09 21:00:40,Bogota,"Bogotá, Colombia",,,1325906171681714182,https://twitter.com/i/web/status/1325906171681714182
"El presidente de Estados Unidos, Donald Trump, anunció este lunes el despido de su secretario de Defensa, Mark Esper, quien será reemplazado por el director del Centro Nacional de Contraterrorismo, Christopher Miller.
https://t.co/VUimnetC52",2020-11-09 20:55:02,Bogota,"Bogotá, Colombia",,,1325904754892005377,https://twitter.com/i/web/status/1325904754892005377
"El presidente de Estados Unidos, Donald Trump, dijo el lunes que despidió al secretario de Defensa, Mark Esper  https://t.co/L4Dw9eyCYm",2020-11-09 20:52:40,Bogota,"Bogotá, Colombia",,,1325904158638137344,https://twitter.com/i/web/status/1325904158638137344
"Trump, haciéndole caso a @MIsabelRueda 😂😂😂😂😂 @WRadioColombia
https://t.co/DE81WeOsiZ",2020-11-09 20:32:28,Bogota,Bogotá,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325899076194459651,https://twitter.com/i/web/status/1325899076194459651
"Están sensibles y desesperados y ya no saben más que inventar esos medios globalistas satánicos 
Porque ya cayeron en la trampa que el señor Donald Trump les puso.
Vamos a ver cómo es que cae ese deep state Satánico globalista https://t.co/9hmFbGFWbj",2020-11-09 19:45:43,Bogota,Paratebueno,,,1325887312446763009,https://twitter.com/i/web/status/1325887312446763009
"Señor @omarbula 
El plan ya entro en acción 
Y tal como dijo el señor Donald Trump y el grupo de inteligencia de estados unidos 
El deep state ya mordió el anzuelo y su caída está más segura que nunca.
Hay que esperar porque todavía no hay nada dicho 🇺🇸🇺🇸👌 https://t.co/1olCvFOMG6",2020-11-09 19:44:01,Bogota,Paratebueno,,,1325886883545673728,https://twitter.com/i/web/status/1325886883545673728
Donald Trump @POTUS @realDonaldTrump representa a quienes nos incomoda la politiquería y la hipocresía en ese nauseabundo mundo de corruptos.,2020-11-09 19:31:08,Bogota,San Gil Santander,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325883640463716357,https://twitter.com/i/web/status/1325883640463716357
@WRadioColombia @realDonaldTrump Joe Biden no ja podido dormir dese que la vaca lechera salió a apoyar a Donald Trump ...no sabe si es una amenaza o un chiste de mal gusto... Ya está pensando en quitarles la escolta militar gringa que les dejo el Mechi mono socio de Chespirito...,2020-11-09 18:53:12,Bogota,Bogotá - Colombia,,,1325874095091806215,https://twitter.com/i/web/status/1325874095091806215
"Donald Trump despide al jefe del Pentágono, Mark Esper. https://t.co/01BUki50Q1",2020-11-09 18:51:10,Bogota,"Bogotá, Colombia",,,1325873585202880514,https://twitter.com/i/web/status/1325873585202880514
"El nuevo secretario de defensa de #EEUU  era director del Centro Nacional de Contraterrorismo... ¿Algo raro por ahí?
https://t.co/TQDloZaICc",2020-11-09 18:49:49,Bogota,"Bogotá, Colombia",,,1325873245518778370,https://twitter.com/i/web/status/1325873245518778370
"El presidente y hoy candidato perdedor en los comicios estadounidenses, Donald Trump, ya lo había anunciado: la que viene no será una transición fácil hasta que el 20 de enero el vencedor, Joe Biden, se posesione como presidente.
https://t.co/SP6PQBh2k0",2020-11-09 18:40:00,Bogota,Ibague - Colombia,,,1325870772531855360,https://twitter.com/i/web/status/1325870772531855360
Y ahora que no le vendieron Venezuela que ni sé le ocurra pensar en Polombia https://t.co/R1kvnkwGcr,2020-11-09 18:17:20,Bogota,Bogotá Colombia,,,1325865070484746245,https://twitter.com/i/web/status/1325865070484746245
"@ricardopuentesm @IvanDuque @CeDemocratico Lo dijo el señor Donald Trump.
El plan de ellos ya está actuando.
Y se está exponiendo a toda la podredumbre de todo el mundo.
Esperemos un poco.",2020-11-09 17:32:21,Bogota,Paratebueno,,,1325853747331919879,https://twitter.com/i/web/status/1325853747331919879
"@ricardopuentesm @MariaFdaCabal Los medios globalistas satánicos no ponen gobiernos.
Eso solo pasa en la novela comunista de George Orwell 1984.
Donald Trump todavía no ha dicho nada",2020-11-09 16:28:03,Bogota,Paratebueno,,,1325837569049972737,https://twitter.com/i/web/status/1325837569049972737
"@realDonaldTrump @DonaldTrump_PE Señor Donald Trump acepté la derrota con gallardía,el aceptarla es de valientes no haga más pantaletas y quedé bien ante su país y ante el mundo",2020-11-09 15:23:10,Bogota,,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325821236715327488,https://twitter.com/i/web/status/1325821236715327488
"Dos días después del triunfo de Joe Biden, están preocupados pensando en si Donald Trump va a reconocer la derrota...
Y en Colombia, 2 años después, todavía JMSantos no reconoce que el Presidente es @IvanDuque https://t.co/aQGlEZAhfL",2020-11-09 15:19:12,Bogota,Colombia,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325820238919839745,https://twitter.com/i/web/status/1325820238919839745
"Si hubo un tema que marcó la diferencia entre los dos rivales políticos en Estados Unidos fue el manejo de la pandemia de COVID-19- Hoy los dos protagonistas de la noticia del momento hablan así de la vacuna de Pfizer.
https://t.co/XvqD7F7DzM",2020-11-09 15:15:05,Bogota,"Bogotá, Colombia",,,1325819203270578178,https://twitter.com/i/web/status/1325819203270578178
"@WRadioColombia @PachoSantosC @jsanchezcristo Que falta de vergüenza, después de que apoyaron a Donald Trump y calificaron de Castro Chavista a Joe Badin",2020-11-09 15:01:11,Bogota,Manizales,,,1325815705464414209,https://twitter.com/i/web/status/1325815705464414209
"El presidente saliente Donald Trump sigue atrincherado en su acusación, sin evidencia, de ""fraude"" electoral y regresó ayer a su club de golf privado de Sterling (Virginia) sin reconocer su derrota en las elecciones. Más información 
▶️ https://t.co/ZEoNLLAFGf https://t.co/yxqDMxy8aK",2020-11-09 14:50:47,Bogota,Bogotá,,,1325813090802425861,https://twitter.com/i/web/status/1325813090802425861
"#LOÚLTIMO Maduro también dijo que el presidente saliente, Donald Trump, dejó “un campo minado” entre Venezuela y Estados Unidos, dos naciones que hace un par de décadas eran cercanos aliados.

¿El país vecino quiere una nueva alianza?

https://t.co/i8CocMPY22",2020-11-09 14:50:00,Bogota,"Bogotá, Colombia",,,1325812890897682432,https://twitter.com/i/web/status/1325812890897682432
"Desde antes de que se declarara la victoria del demócrata Joe Biden, el presidente Donald Trump preparaba todo un esfuerzo legal en más de cinco estados del país para tratar de revertir los resultados. Estos son los detalles ➡️ https://t.co/KYsqLSGKpz https://t.co/7sP5FPk3i7",2020-11-09 14:37:52,Bogota,Bogotá,,,1325809837201108992,https://twitter.com/i/web/status/1325809837201108992
"@MACALEX_77 @CMonteroOficial No puedo callar a mi abuela, ya murio. Y que tiene que ver una cosa con otra? Que hizo Donald Trump  o el partido republicano para detener a Maburro. Nada. Al contrario se inventó nuevas leyes de inmigración para devolver a los afortunados que habían escapado a ese infierno.",2020-11-09 14:35:56,Bogota,Bogotá,,,1325809352356278274,https://twitter.com/i/web/status/1325809352356278274
"https://t.co/zUBcCPtaxK

La piedra en el zapa
to para que la élite oscura llevara a cabo el gran reseteo mundial era el PRESIDENTE DONALD TRUMP.Por ese motivo pasó el fraude en las elecciones de EEUU https://t.co/tl9YXA9Ag2",2020-11-09 14:32:30,Bogota,COLOMBIA RISARALDA PEREIRA,,,1325808487620878336,https://twitter.com/i/web/status/1325808487620878336
"Vacuna de Pfizer contra el coronavirus: la reacción de Donald Trump y Joe Biden
https://t.co/XvqD7FpeYm https://t.co/Uy8ZhSr4pV",2020-11-09 14:24:33,Bogota,"Bogotá, Colombia",,,1325806488875622405,https://twitter.com/i/web/status/1325806488875622405
"El demócrata Joe Biden fue elegido este sábado como el próximo presidente de Estados Unidos, derrotando en las elecciones a Donald Trump, que se convirtió en el primer mandatario del país en no lograr la reelección en 28 años. #elBogotano https://t.co/41fmQbdF25",2020-11-09 14:07:32,Bogota,"Bogotá, Colombia",,,1325802203156803585,https://twitter.com/i/web/status/1325802203156803585
"@freddier El se ha ido varias veces a la ""ruina"" como estrategia para no pagar impuestos. https://t.co/v3MnV4C8QJ",2020-11-09 14:05:54,Bogota,Bogotá,,,1325801792081420289,https://twitter.com/i/web/status/1325801792081420289
@realDonaldTrump @DonaldTrump_PE Señor Donald Trump hay que aceptar la derrota con gallardía ya no se puede hacer nada  por más que se protesté el aceptar es de valientes,2020-11-09 13:39:27,Bogota,,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325795137163759616,https://twitter.com/i/web/status/1325795137163759616
"#Elecciones2020 | Aislado en su campo de golf, el presidente de EE. UU., Donald Trump, seguía este domingo sin aceptar su derrota y sin llamar a Joe Biden para felicitarlo. Vea en qué va su acusación sobre el supuesto fraude electoral 👉 https://t.co/MqKWNPSk1v https://t.co/p6v6MCdLRe",2020-11-09 13:37:15,Bogota,"Bogotá, Colombia",,,1325794584148979714,https://twitter.com/i/web/status/1325794584148979714
Joe Biden gana las elecciones: cómo fue estar con Donald Trump el día que perdió la carrera por la Casa Blanca - BBC News Mundo https://t.co/mXOuHKy6yz,2020-11-09 12:53:39,Bogota,Bogotá.  ,,,1325783611216441344,https://twitter.com/i/web/status/1325783611216441344
"El candidato demócrata, de 77 años, le devolvió la Casa Blanca a los demócratas. Su vida ha estado marcada por la política y la tragedia. Datos claves del hombre que sacó a Donald Trump del poder. https://t.co/HqZMviUgSj",2020-11-09 12:45:00,Bogota,"Bogotá, Colombia",,,1325781434125209601,https://twitter.com/i/web/status/1325781434125209601
"#NoticiasUno| No se espera que Donald Trump reconozca la derrota, como ya lo han hecho las figuras del partido republicano. Él guarda silencio y sus seguidores de base están protestando contra el fraude que él asegura que le quitó el triunfo.
https://t.co/LK4T6hZTvL",2020-11-09 12:30:00,Bogota,"Bogotá, Colombia.",,,1325777660631379970,https://twitter.com/i/web/status/1325777660631379970
"""Donald Trump decidió este fin de semana ir a jugar golf y no quiere reconocer su derrota. Obviamente la pelea la seguirá dando en instancias judiciales, demandando elecciones puntuales"". @sergioheld.
#EnVivo→https://t.co/bJU0mYNJQ3",2020-11-09 11:21:42,Bogota,Bogotá- Colombia,,,1325760472805728257,https://twitter.com/i/web/status/1325760472805728257
"La simultaneidad con la que operaron las cadenas de televisión contra Donald Trump, no puede interpretarse como mera casualidad",2020-11-09 11:15:24,Bogota,,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325758885723058176,https://twitter.com/i/web/status/1325758885723058176
"Donald Trump no aceptó los resultados y prometió redoblar su ofensiva judicial para impugnarlos

Tras el triunfo de Binden, el presidente Duque dijo que trabajarán juntos para fortalecer la agenda en común

China y Rusia guardan silencio hasta el momento ante el triunfo de Biden",2020-11-09 11:06:21,Bogota,Bogotá,,,1325756608387964928,https://twitter.com/i/web/status/1325756608387964928
"Donald Trump no aceptó los resultados y prometió redoblar su ofensiva judicial para impugnarlos.

Tras el triunfo de Binden, el presidente Duque dijo que trabajarán juntos para fortalecer la agenda en común

China y Rusia guardan silencio hasta el momento ante el triunfo de Biden",2020-11-09 10:53:32,Bogota,Bogotá - Colombia,,,1325753384868179968,https://twitter.com/i/web/status/1325753384868179968
"El candidato demócrata, de 77 años, le devolvió la Casa Blanca a los demócratas. Su vida ha estado marcada por la política y la tragedia. Datos claves del hombre que sacó a Donald Trump del poder. https://t.co/HqZMviCFtJ",2020-11-09 05:45:00,Bogota,"Bogotá, Colombia",,,1325675737362227201,https://twitter.com/i/web/status/1325675737362227201
"@bivillamizar No hay manera de que haya trampa.
Porque Donald Trump con el servicio de inteligencia de estados unidos 
Marcaron todos y cada uno de los tarjetones con un sello invisible hecho con tecnologia cuántica.
Los demoniocratas mordieron el anzuelo 💥💥",2020-11-09 05:41:17,Bogota,Paratebueno,,,1325674802569424900,https://twitter.com/i/web/status/1325674802569424900
¿Es Donald Trump el presidente más pacifista en décadas?  https://t.co/ihZGgI1kLA,2020-11-09 05:32:53,Bogota,"Villavicencio, Colombia",,,1325672687558123520,https://twitter.com/i/web/status/1325672687558123520
@freddier Despierte @freddier Donald Trump seguirá siendo el presidente y AMLO lo sabe 👍,2020-11-09 04:54:41,Bogota,Bogota - Colombia,,,1325663077094789120,https://twitter.com/i/web/status/1325663077094789120
@JORGE_A_LARA @lcvelez @CathyJuvinao El Donald Trump de la voz chillona. La voz más antiradial de la historia.,2020-11-09 04:03:21,Bogota,Bogotá,,,1325650157212471296,https://twitter.com/i/web/status/1325650157212471296
"@RevistaSemana Error: Donald Trump todavía no es expresidente. Su mandato termina el 20 de enero del 2021 a las 3 de la tarde, hora de Washington.",2020-11-09 03:47:50,Bogota,colombia,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325646250339930112,https://twitter.com/i/web/status/1325646250339930112
"@RevistaSemana el practicante que dice que Donald Trump es ""expresidente"" ¿es el mismo que escribió el texto de la portada, o es otro? https://t.co/K6WZlCE5o6",2020-11-09 03:27:29,Bogota,Bogotá - COLOMBIA,,,1325641132127170561,https://twitter.com/i/web/status/1325641132127170561
"Líder del partido #Vox @hermanntertsch
🚨 ""Me van a perdonar, pero sí, soy de los que creen que le han robado las elecciones a Donald Trump"" 
#Elecciones2020
@realDonaldTrump @StateDept @USAenEspanol
Fraude!
'por el bien del mundo' https://t.co/xUQQn0raNE a través de @gaceta_es",2020-11-09 03:21:55,Bogota,Bogotá-Colombia,,,1325639731175165958,https://twitter.com/i/web/status/1325639731175165958
Es una lastima que el gobierno haya roto la neutralidad debida haciendole fuerza a Donald Trump. Ahora como verán los demócratas esta felicitacion? https://t.co/VuVSZ5Wqf7,2020-11-09 03:15:40,Bogota,Bogotá,,,1325638158269247488,https://twitter.com/i/web/status/1325638158269247488
"No importa lo que los medios globalistas satánicos digan del señor Donald Trump.
Y aunque no soy de política ni tampoco me interesa.
Pero hay que reconocer que Donald Trump es la piedra en el zapato de esos globalistas y muy seguramente será el gran vencedor. https://t.co/7Y2RxjKCYP",2020-11-09 02:46:06,Bogota,Paratebueno,,,1325630717372620800,https://twitter.com/i/web/status/1325630717372620800
"No se a quien puede ser más peligroso dirigirle la palabra ahorita, si a Donald Trump o a Tom Brady.",2020-11-09 02:28:36,Bogota,"Bogotá, Colombia",,,1325626311029776389,https://twitter.com/i/web/status/1325626311029776389
Los  Progresistas liderados por Bernie Banders entendieron que no era el tiempo para las divisiones internas y que solo había una consigna posible: sacar a Donald Trump de la Casa Blanca. Y lo lograron. ¿Será esto posible con los tibios en Colombia y con el coronavirus del MOIR?,2020-11-09 02:08:22,Bogota,Bogotá - Colombia,,,1325621220411383808,https://twitter.com/i/web/status/1325621220411383808
🇺🇸 Donald Trump | Los abogados aseguran tener pruebas y testigos del «fr... https://t.co/qibcfFmjZK a través de @YouTube JEJEJE para los mamertos que están tan contentos vayan preparándose.,2020-11-09 01:15:08,Bogota,sur america,,,1325607826027319296,https://twitter.com/i/web/status/1325607826027319296
"#NoticiasUnoAlAire| No se espera que Donald Trump reconozca la derrota, como ya lo han hecho figuras del partido republicano. Él guarda silencio y sus seguidores de base están protestando contra el fraude que él asegura que le quitó el triunfo
🔴En vivo https://t.co/g6B3yzy1Yg",2020-11-09 01:04:10,Bogota,"Bogotá, Colombia.",,,1325605063717433346,https://twitter.com/i/web/status/1325605063717433346
"@rcnradio Primero cayó Donald Trump, y eso que el Presidente Duque se comprometió a tumbar al Dictador Maduro, cuando dijo que sus días estaban contados, a Duque le queda pendiente está tarea",2020-11-09 00:43:12,Bogota,Manizales,,,1325599788574896129,https://twitter.com/i/web/status/1325599788574896129
Donald trump le iso un daño a estados unidos,2020-11-09 00:37:06,Bogota,bogota,"Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325598254109749249,https://twitter.com/i/web/status/1325598254109749249
"Donald Trump reveló cómo peleará el resultado electoral en las cortes.
https://t.co/G1LUaQZHkw https://t.co/HEJYOlfK2Z",2020-11-09 00:35:00,Bogota,"Bogotá, Colombia",,,1325597723333169157,https://twitter.com/i/web/status/1325597723333169157
"Me alegró la elección de Joe Biden como presidente de Estados Unidos, pero no dejo de pensar en la cantidad de gente que votó por Donald Trump. Es que en las elecciones de 2020 consiguió más de 70 millones de votos, es decir, 8 millones más de votos en comparación con el 2016.",2020-11-09 00:01:44,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001C9E2E1EB80>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1325589353956061184,https://twitter.com/i/web/status/1325589353956061184
"Donald Trump reveló cómo peleará el resultado electoral en las cortes.
https://t.co/LDksQi6vHy",2020-11-08 22:04:51,Bogota,"Bogotá, Colombia",,,1325559935573381128,https://twitter.com/i/web/status/1325559935573381128
